"EmployeeKey","ParentEmployeeKey","EmployeeNationalIDAlternateKey","ParentEmployeeNationalIDAlternateKey","SalesTerritoryKey","FirstName","LastName","MiddleName","NameStyle","Title","HireDate","BirthDate","LoginID","EmailAddress","Phone","MaritalStatus","EmergencyContactName","EmergencyContactPhone","SalariedFlag","Gender","PayFrequency","BaseRate","VacationHours","SickLeaveHours","CurrentFlag","SalesPersonFlag","DepartmentName","StartDate","EndDate","Status","EmployeePhoto"
"245","278","381073001","","11","Eric","Kurjan","S","False","Buyer","8/27/2009 12:00:00 AM","4/17/1972 12:00:00 AM","adventure-works\eric2","eric2@adventure-works.com","265-555-0195","S","Eric Kurjan","265-555-0195","False","M","2","18.2692","54","47","True","False","Purchasing","8/27/2009 12:00:00 AM","","Current","System.Byte[]"
"246","51","646304055","","11","Pat","Coleman","H","False","Janitor","8/27/2009 12:00:00 AM","7/3/1970 12:00:00 AM","adventure-works\pat0","pat0@adventure-works.com","720-555-0158","S","Pat Coleman","720-555-0158","False","M","1","9.2500","89","64","True","False","Facilities and Maintenance","8/27/2009 12:00:00 AM","","Current","System.Byte[]"
"247","20","414476027","","11","Maciej","Dusza","W","False","Production Technician - WC60","8/29/2009 12:00:00 AM","8/30/1954 12:00:00 AM","adventure-works\maciej0","maciej0@adventure-works.com","237-555-0128","S","Maciej Dusza","237-555-0128","False","M","1","12.4500","30","35","True","False","Production","8/29/2009 12:00:00 AM","","Current","System.Byte[]"
"248","278","785853949","","11","Erin","Hagens","M","False","Buyer","8/31/2009 12:00:00 AM","8/4/1970 12:00:00 AM","adventure-works\erin0","erin0@adventure-works.com","842-555-0158","S","Erin Hagens","842-555-0158","False","F","2","18.2692","53","46","True","False","Purchasing","8/31/2009 12:00:00 AM","","Current","System.Byte[]"
"249","66","90888098","","11","Patrick","Wedge","C","False","Production Technician - WC10","9/1/2009 12:00:00 AM","4/10/1986 12:00:00 AM","adventure-works\patrick0","patrick0@adventure-works.com","413-555-0124","S","Patrick Wedge","413-555-0124","False","M","1","13.4500","96","68","True","False","Production","9/1/2009 12:00:00 AM","","Current","System.Byte[]"
"250","53","947029962","","11","Frank","Martinez","R","False","Production Technician - WC40","9/5/2009 12:00:00 AM","10/1/1951 12:00:00 AM","adventure-works\frank3","frank3@adventure-works.com","203-555-0196","M","Frank Martinez","203-555-0196","False","M","1","15.0000","66","53","True","False","Production","9/5/2009 12:00:00 AM","","Current","System.Byte[]"
"251","18","461786517","","11","Ed","Dudenhoefer","R","False","Production Technician - WC60","9/5/2009 12:00:00 AM","4/11/1971 12:00:00 AM","adventure-works\ed0","ed0@adventure-works.com","919-555-0140","S","Ed Dudenhoefer","919-555-0140","False","M","1","12.4500","25","32","True","False","Production","9/5/2009 12:00:00 AM","","Current","System.Byte[]"
"252","27","393421437","","11","Christopher","Hill","E","False","Production Technician - WC10","9/8/2009 12:00:00 AM","5/1/1986 12:00:00 AM","adventure-works\christopher0","christopher0@adventure-works.com","153-555-0166","M","Christopher Hill","153-555-0166","False","M","1","13.4500","91","65","True","False","Production","9/8/2009 12:00:00 AM","","Current","System.Byte[]"
"253","53","988315686","","11","Patrick","Cook","M","False","Production Technician - WC40","9/12/2009 12:00:00 AM","7/23/1973 12:00:00 AM","adventure-works\patrick1","patrick1@adventure-works.com","425-555-0117","M","Patrick Cook","425-555-0117","False","M","1","15.0000","61","50","True","False","Production","9/12/2009 12:00:00 AM","","Current","System.Byte[]"
"254","111","56772045","","11","Krishna","Sunkammurali","","False","Production Technician - WC20","9/13/2009 12:00:00 AM","4/5/1971 12:00:00 AM","adventure-works\krishna0","krishna0@adventure-works.com","491-555-0183","S","Krishna Sunkammurali","491-555-0183","False","M","1","14.0000","2","21","True","False","Production","9/13/2009 12:00:00 AM","","Current","System.Byte[]"
"255","51","879334904","","11","Lori","Penor","K","False","Janitor","9/16/2009 12:00:00 AM","2/28/1970 12:00:00 AM","adventure-works\lori1","lori1@adventure-works.com","295-555-0161","M","Lori Penor","295-555-0161","False","F","1","9.2500","90","65","True","False","Facilities and Maintenance","9/16/2009 12:00:00 AM","","Current","System.Byte[]"
"256","66","82638150","","11","Danielle","Tiedt","C","False","Production Technician - WC10","9/20/2009 12:00:00 AM","4/7/1986 12:00:00 AM","adventure-works\danielle0","danielle0@adventure-works.com","500-555-0172","S","Danielle Tiedt","500-555-0172","False","F","1","13.4500","97","68","True","False","Production","9/20/2009 12:00:00 AM","","Current","System.Byte[]"
"257","43","343861179","","11","Sootha","Charncherngkha","T","False","Quality Assurance Technician","9/23/2009 12:00:00 AM","7/5/1942 12:00:00 AM","adventure-works\sootha0","sootha0@adventure-works.com","325-555-0137","M","Sootha Charncherngkha","325-555-0137","False","M","2","10.5769","85","62","True","False","Quality Assurance","9/23/2009 12:00:00 AM","","Current","System.Byte[]"
"258","20","582347317","","11","Michael","Zwilling","J","False","Production Technician - WC60","9/23/2009 12:00:00 AM","4/5/1973 12:00:00 AM","adventure-works\michael7","michael7@adventure-works.com","582-555-0148","S","Michael Zwilling","582-555-0148","False","M","1","12.4500","26","33","True","False","Production","9/23/2009 12:00:00 AM","","Current","System.Byte[]"
"259","20","8066363","","11","Randy","Reeves","T","False","Production Technician - WC60","9/23/2009 12:00:00 AM","11/26/1969 12:00:00 AM","adventure-works\randy0","randy0@adventure-works.com","961-555-0122","M","Randy Reeves","961-555-0122","False","M","1","12.4500","29","34","True","False","Production","9/23/2009 12:00:00 AM","","Current","System.Byte[]"
"260","27","561196580","","11","John","Kane","T","False","Production Technician - WC10","9/27/2009 12:00:00 AM","4/28/1986 12:00:00 AM","adventure-works\john4","john4@adventure-works.com","254-555-0114","S","John Kane","254-555-0114","False","M","1","13.4500","92","66","True","False","Production","9/27/2009 12:00:00 AM","","Current","System.Byte[]"
"261","53","58791499","","11","Jack","Creasey","T","False","Production Technician - WC40","10/1/2009 12:00:00 AM","3/29/1973 12:00:00 AM","adventure-works\jack1","jack1@adventure-works.com","521-555-0113","S","Jack Creasey","521-555-0113","False","M","1","15.0000","62","51","True","False","Production","10/1/2009 12:00:00 AM","","Current","System.Byte[]"
"262","111","163347032","","11","Olinda","Turner","C","False","Production Technician - WC20","10/2/2009 12:00:00 AM","11/2/1969 12:00:00 AM","adventure-works\olinda0","olinda0@adventure-works.com","306-555-0186","S","Olinda Turner","306-555-0186","False","F","1","14.0000","3","21","True","False","Production","10/2/2009 12:00:00 AM","","Current","System.Byte[]"
"263","51","28414965","","11","Stuart","Macrae","J","False","Janitor","10/3/2009 12:00:00 AM","7/17/1971 12:00:00 AM","adventure-works\stuart1","stuart1@adventure-works.com","539-555-0149","M","Stuart Macrae","539-555-0149","False","M","1","9.2500","88","64","True","False","Facilities and Maintenance","10/3/2009 12:00:00 AM","","Current","System.Byte[]"
"264","51","153479919","","11","Jo","Berry","L","False","Janitor","10/5/2009 12:00:00 AM","11/22/1953 12:00:00 AM","adventure-works\jo1","jo1@adventure-works.com","228-555-0159","M","Jo Berry","228-555-0159","False","F","1","9.2500","91","65","True","False","Facilities and Maintenance","10/5/2009 12:00:00 AM","","Current","System.Byte[]"
"265","278","20269531","","11","Ben","Miller","T","False","Buyer","10/7/2009 12:00:00 AM","1/1/1973 12:00:00 AM","adventure-works\ben0","ben0@adventure-works.com","151-555-0113","M","Ben Miller","151-555-0113","False","M","2","18.2692","55","47","True","False","Purchasing","10/7/2009 12:00:00 AM","","Current","System.Byte[]"
"266","66","826454897","","11","Tom","Vande Velde","M","False","Production Technician - WC10","10/8/2009 12:00:00 AM","5/1/1986 12:00:00 AM","adventure-works\tom0","tom0@adventure-works.com","295-555-0161","M","Tom Vande Velde","295-555-0161","False","M","1","13.4500","98","69","True","False","Production","10/8/2009 12:00:00 AM","","Current","System.Byte[]"
"267","3","974026903","","11","Ovidiu","Cracium","V","False","Senior Tool Designer","7/5/2010 12:00:00 AM","8/17/1977 12:00:00 AM","adventure-works\ovidiu0","ovidiu0@adventure-works.com","719-555-0181","S","Ovidiu Cracium","719-555-0181","False","M","2","28.8462","7","23","True","False","Tool Design","7/5/2010 12:00:00 AM","","Current","System.Byte[]"
"268","278","437296311","","11","Annette","Hill","L","False","Purchasing Assistant","7/6/2010 12:00:00 AM","8/29/1977 12:00:00 AM","adventure-works\annette0","annette0@adventure-works.com","125-555-0196","M","Annette Hill","125-555-0196","False","F","2","12.7500","50","45","True","False","Purchasing","7/6/2010 12:00:00 AM","","Current","System.Byte[]"
"269","267","486228782","","11","Janice","Galvin","M","False","Tool Designer","7/23/2010 12:00:00 AM","12/26/1988 12:00:00 AM","adventure-works\janice0","janice0@adventure-works.com","473-555-0117","M","Janice Galvin","473-555-0117","False","F","2","25.0000","8","24","True","False","Tool Design","7/23/2010 12:00:00 AM","","Current","System.Byte[]"
"270","278","280633567","","11","Reinout","Hillmann","N","False","Purchasing Assistant","7/25/2010 12:00:00 AM","8/17/1977 12:00:00 AM","adventure-works\reinout0","reinout0@adventure-works.com","370-555-0163","M","Reinout Hillmann","370-555-0163","False","M","2","12.7500","51","45","True","False","Purchasing","7/25/2010 12:00:00 AM","","Current","System.Byte[]"
"271","3","42487730","","11","Michael","Sullivan","I","False","Senior Design Engineer","7/30/2010 12:00:00 AM","1/14/1979 12:00:00 AM","adventure-works\michael8","michael8@adventure-works.com","465-555-0156","S","Michael Sullivan","465-555-0156","True","M","2","36.0577","3","21","True","False","Engineering","7/30/2010 12:00:00 AM","","Current","System.Byte[]"
"272","277","502097814","","11","Stephen","Jiang","Y","False","North American Sales Manager","8/4/2010 12:00:00 AM","5/17/1951 12:00:00 AM","adventure-works\stephen0","stephen0@adventure-works.com","238-555-0197","M","Stephen Jiang","238-555-0197","True","M","2","48.1010","14","27","True","True","Sales","8/4/2010 12:00:00 AM","","Current","System.Byte[]"
"273","7","323403273","","11","Wanida","Benshoof","M","False","Marketing Assistant","8/7/2010 12:00:00 AM","10/15/1974 12:00:00 AM","adventure-works\wanida0","wanida0@adventure-works.com","708-555-0141","M","Wanida Benshoof","708-555-0141","False","F","2","13.4615","41","40","True","False","Marketing","8/7/2010 12:00:00 AM","","Current","System.Byte[]"
"274","3","56920285","","11","Sharon","Salavaria","B","False","Design Engineer","8/18/2010 12:00:00 AM","11/30/1960 12:00:00 AM","adventure-works\sharon0","sharon0@adventure-works.com","970-555-0138","M","Sharon Salavaria","970-555-0138","True","F","2","32.6923","4","22","True","False","Engineering","8/18/2010 12:00:00 AM","","Current","System.Byte[]"
"275","7","222969461","","11","John","Wood","L","False","Marketing Specialist","9/7/2010 12:00:00 AM","10/4/1977 12:00:00 AM","adventure-works\john5","john5@adventure-works.com","486-555-0150","S","John Wood","486-555-0150","False","M","2","14.4231","48","44","True","False","Marketing","9/7/2010 12:00:00 AM","","Current","System.Byte[]"
"276","7","52541318","","11","Mary","Dempsey","A","False","Marketing Assistant","9/14/2010 12:00:00 AM","8/29/1977 12:00:00 AM","adventure-works\mary2","mary2@adventure-works.com","124-555-0114","S","Mary Dempsey","124-555-0114","False","F","2","13.4615","43","41","True","False","Marketing","9/14/2010 12:00:00 AM","","Current","System.Byte[]"
"277","112","112432117","","11","Brian","Welcker","S","False","Vice President of Sales","9/15/2010 12:00:00 AM","1/4/1977 12:00:00 AM","adventure-works\brian3","brian3@adventure-works.com","716-555-0127","S","Brian Welcker","716-555-0127","True","M","2","72.1154","10","25","True","False","Sales","9/15/2010 12:00:00 AM","","Current","System.Byte[]"
"278","73","895209680","","11","Sheela","Word","H","False","Purchasing Manager","9/25/2010 12:00:00 AM","9/10/1977 12:00:00 AM","adventure-works\sheela0","sheela0@adventure-works.com","210-555-0193","S","Sheela Word","210-555-0193","True","F","2","30.0000","49","44","True","False","Purchasing","9/25/2010 12:00:00 AM","2/27/2011 12:00:00 AM","","System.Byte[]"
"279","73","895209680","","11","Sheela","Word","H","False","Purchasing Manager","9/25/2010 12:00:00 AM","9/10/1977 12:00:00 AM","adventure-works\sheela0","sheela0@adventure-works.com","210-555-0193","S","Sheela Word","210-555-0193","True","F","2","30.0000","49","44","True","False","Purchasing","2/28/2011 12:00:00 AM","2/12/2012 12:00:00 AM","","System.Byte[]"
"280","73","895209680","","11","Sheela","Word","H","False","Purchasing Manager","9/25/2010 12:00:00 AM","9/10/1977 12:00:00 AM","adventure-works\sheela0","sheela0@adventure-works.com","210-555-0193","S","Sheela Word","210-555-0193","True","F","2","30.0000","49","44","True","False","Purchasing","2/13/2012 12:00:00 AM","","Current","System.Byte[]"
"281","272","841560125","","2","Michael","Blythe","G","False","Sales Representative","12/29/2010 12:00:00 AM","7/25/1968 12:00:00 AM","adventure-works\michael9","michael9@adventure-works.com","257-555-0154","S","Michael Blythe","257-555-0154","True","M","2","23.0769","38","39","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"282","272","191644724","","4","Linda","Mitchell","C","False","Sales Representative","12/29/2010 12:00:00 AM","9/27/1979 12:00:00 AM","adventure-works\linda3","linda3@adventure-works.com","883-555-0116","M","Linda Mitchell","883-555-0116","True","F","2","23.0769","27","33","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"283","272","615389812","","3","Jillian","Carson","","False","Sales Representative","12/29/2010 12:00:00 AM","3/29/1962 12:00:00 AM","adventure-works\jillian0","jillian0@adventure-works.com","517-555-0117","S","Jillian Carson","517-555-0117","True","F","2","23.0769","24","32","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"284","272","234474252","","6","Garrett","Vargas","R","False","Sales Representative","12/29/2010 12:00:00 AM","9/4/1974 12:00:00 AM","adventure-works\garrett1","garrett1@adventure-works.com","922-555-0165","M","Garrett Vargas","922-555-0165","True","M","2","23.0769","33","36","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"285","272","716374314","","5","Tsvi","Reiter","Michael","False","Sales Representative","12/29/2010 12:00:00 AM","8/18/1973 12:00:00 AM","adventure-works\tsvi0","tsvi0@adventure-works.com","664-555-0112","M","Tsvi Reiter","664-555-0112","True","M","2","23.0769","29","34","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"286","272","61161660","","1","Pamela","Ansman-Wolfe","O","False","Sales Representative","12/29/2010 12:00:00 AM","7/6/1974 12:00:00 AM","adventure-works\pamela0","pamela0@adventure-works.com","340-555-0193","S","Pamela Ansman-Wolfe","340-555-0193","True","F","2","23.0769","22","31","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"287","272","139397894","","4","Shu","Ito","K","False","Sales Representative","12/29/2010 12:00:00 AM","10/8/1943 12:00:00 AM","adventure-works\shu0","shu0@adventure-works.com","330-555-0120","M","Shu Ito","330-555-0120","True","M","2","23.0769","26","33","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"288","272","399771412","","6","Jos?","Saraiva","Edvaldo","False","Sales Representative","12/29/2010 12:00:00 AM","7/11/1939 12:00:00 AM","adventure-works\jos?1","jos?1@adventure-works.com","185-555-0169","M","Jos? Saraiva","185-555-0169","True","M","2","23.0769","31","35","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"289","272","987554265","","1","David","Campbell","R","False","Sales Representative","12/29/2010 12:00:00 AM","9/11/1973 12:00:00 AM","adventure-works\david8","david8@adventure-works.com","740-555-0182","S","David Campbell","740-555-0182","True","M","2","23.0769","23","31","True","True","Sales","12/29/2010 12:00:00 AM","","Current","System.Byte[]"
"290","277","982310417","","11","Amy","Alberts","E","False","European Sales Manager","11/15/2011 12:00:00 AM","4/20/1957 12:00:00 AM","adventure-works\amy0","amy0@adventure-works.com","775-555-0164","M","Amy Alberts","775-555-0164","True","F","2","48.1010","21","30","True","True","Sales","11/15/2011 12:00:00 AM","","Current","System.Byte[]"
"291","290","668991357","","10","Jae","Pak","B","False","Sales Representative","12/29/2011 12:00:00 AM","10/16/1967 12:00:00 AM","adventure-works\jae0","jae0@adventure-works.com","1 (11) 500 555-0145","M","Jae Pak","1 (11) 500 555-0145","True","F","2","23.0769","37","38","True","True","Sales","12/29/2011 12:00:00 AM","","Current","System.Byte[]"
"292","290","134219713","","7","Ranjit","Varkey Chudukatil","R","False","Sales Representative","12/29/2011 12:00:00 AM","4/30/1975 12:00:00 AM","adventure-works\ranjit0","ranjit0@adventure-works.com","1 (11) 500 555-0117","S","Ranjit Varkey Chudukatil","1 (11) 500 555-0117","True","M","2","23.0769","34","37","True","True","Sales","12/29/2011 12:00:00 AM","","Current","System.Byte[]"
"293","272","90836195","","1","Tete","Mensa-Annan","A","False","Sales Representative","4/30/2012 12:00:00 AM","8/5/1977 12:00:00 AM","adventure-works\tete0","tete0@adventure-works.com","615-555-0153","M","Tete Mensa-Annan","615-555-0153","True","M","2","23.0769","39","39","True","True","Sales","4/30/2012 12:00:00 AM","","Current","System.Byte[]"
"294","277","481044938","","11","Syed","Abbas","E","False","Pacific Sales Manager","10/12/2012 12:00:00 AM","8/11/1974 12:00:00 AM","adventure-works\syed0","syed0@adventure-works.com","926-555-0182","M","Syed Abbas","926-555-0182","True","M","2","48.1010","20","30","True","True","Sales","10/12/2012 12:00:00 AM","","Current","System.Byte[]"
"295","290","954276278","","8","Rachel","Valdez","B","False","Sales Representative","12/28/2012 12:00:00 AM","2/6/1975 12:00:00 AM","adventure-works\rachel0","rachel0@adventure-works.com","1 (11) 500 555-0140","S","Rachel Valdez","1 (11) 500 555-0140","True","F","2","23.0769","35","37","True","True","Sales","12/28/2012 12:00:00 AM","","Current","System.Byte[]"
"296","294","758596752","","9","Lynn","Tsoflias","N","False","Sales Representative","12/28/2012 12:00:00 AM","10/16/1970 12:00:00 AM","adventure-works\lynn0","lynn0@adventure-works.com","1 (11) 500 555-0190","S","Lynn Tsoflias","1 (11) 500 555-0190","True","F","2","23.0769","36","38","True","True","Sales","12/28/2012 12:00:00 AM","","Current","System.Byte[]"
